tweet_num,manual_tag,text,time_period
414,n,Headache Cures #6WeedGod #Canada #Toronto #cannabis #weed #inspire #weedporn #marijuana #legal... https://t.co/7CcwSoO7O3,5
415,n,<at>vanessasmoney Harper did an awesome job but voted out b/c he was a dick and didn't promise legal weed that couldn't be delivered anyways,2
416,n,Government releases legal limits for drugged driving but can't say how much pot is too much https://t.co/vXzZj5OnUg <at>Unifor4000,5
417,n,My cynical guess at this point is electoral reform = online voting and marijuana legalization = partial decriminalization. PROVE ME CYNICAL!,2
418,n,<at>PnPCBC Did you ask Sabat who funds his Smart Approaches to Marijuana organization? https://t.co/aRm2PR07ne,4
419,n,<at>Opus420 <at>ziggymarley It was announced today by <at>JustinTrudeau https://t.co/nTpYYPse0C,6
420,n,<at>globalnews <at>GlobalBC if it's for medical reasons  nothing. If not  what can you do. <at>JustinTrudeau wants to legalize pot.,3
421,n,Property taxpayers shouldn't be on the line for the cost of cannabis legalization - <at>doniveson. How the day went: https://t.co/3TzHTIZImD'-caucus-lays-out-budget-priorities-to-federal-ministers.htm #cdnmuni #cdnpoli #ableg #yeg #yegcc https://t.co/s5oMxGC2Ej,5
422,n,if pinko fag <at>JustinTrudeau makes marijuana legal this summer  everyone's just gonna wanna do mushrooms.,6
423,n,Police: 'Impossible..not ready 4 legal #cannabis' https://t.co/2LcYfhBSgj #marijuana #pharma #cdnhealth #HCSM <at>TELUSFund <at>CannabisCulture,4
424,n,13 groups await green lights to setup legal weed supply chain in Sask. https://t.co/PnDfXDJqrM h/t <at>trinafraser cc <at>Cannabas1,6
425,n,I'd love to #FreeToBeMe I voted for <at>JustinTrudeau because of his #legalize #marijuana stance. I want to #decriminalize tomorrow! Then legal,2
426,n,.<at>thelipscombe <at>mercurious09 <at>LewisCardinal From our discussion last time: the faces of those benefiting $$$ from legalization of cannabis. https://t.co/hWswpCortE,4
427,n,weed is basically legal.,1
428,n,<at>Voodoo_Ben <at>CBCNews CPC isn't the PCs  not the PC Party on the ballot. Legal #pot is stupid.#cdnpoli,1
429,n,RT <at>financialpost: Marijuana legalization point man Bill Blair praises Canada's licensed producers https://t.co/8mQxewf8gD #inthepress,2
430,n,"<at>northernqueen4 <at>CTVNews <at>JustinTrudeau ""We are not condoning the use of marijuana  but I think it's irresponsible for Mr. Kent to make that comparison "" Petitpas Taylor said... Not condoning? You are about to legalize it  you half-wit. I'd say that's a close second to ""condoning""",5
431,n,Cannabis legalization is the beginning of the end of the war on drugs. The federal government should get on board. #LPC #canpoli,4
432,n,Happy Monday Toronto! I'm starting a couple new projects with <at>CBCToronto - the upcoming municipal election and the looming marijuana legalization. Send me your thoughts  questions and ideas!,6
433,n,<at>sueyangel <at>cselley <at>KrankyKanuck So... why haven't Colorado or Washington seen these effects? Why will Canada be different? https://t.co/6AcQxe2tui,4
434,n,Report on pot legalization coming in middle of next month https://t.co/H6HRkon4yA More on <at>BNN tomorrow https://t.co/E3BPDLjFuc,3
435,n,Good read on Uruguay and legalization. https://t.co/CzaGiSBJ8f,4
436,n,We feel like we're in a race. Floodgates are going to open. - <at>ShopMedMen Jim Carmack describing the U.S. path to cannabis legalization. #lcbc #liftcoexpo #liftcoto18,6
437,n,<at>TheAtlantic <at>Meagan_Flynn The innovation that comes with marijuana legalization is rapidly fueling these technologies.,5
438,n,#BLGOttawa's upcoming Labour & Employment Breakfast Club will be focusing on #Cannabis in the Workplace; the potential repercussions and best practices to adopt in light of the upcoming legalization. Join us! #BLGEvent | #LabourLaw | #emplaw https://t.co/vmRLV1xEfX,6
439,n,Some deep and thoughtful thoughts  questions and remarks around the legalization of Cannabis. #QF18 <at>BCQualityForum,5
440,n,US states with legalized #cannabis saw a 24.8% decrease in overdose deaths. #cdnpoli #legalization :microscope:,6
441,n,I'm really nervous about cannabis becoming legalised in Canada. It's going to be legal to smoke that crap on the streets  it's disgusting. The smell literally knocks me sick.,6
442,n,Millions could be saved and billions earned  if we stopped the war on drugs in Canada http://t.co/Mm5aeGmySJ,1
443,n,The <at>CPC_HQ's agenda includes blocking the legalization if marijuana at any cost! https://t.co/SCpaUjepLO,5
444,n,love this <at>rickmercer well done! #marijuana legalization https://t.co/tldBYibvCx,1
445,n,TM takes cheap shots at JT about Marijuana Now suddenly wants to Legalize a few days before Elexn?! #FlipFlop #cdnpoli #elexn42,1
446,n,<at>liftcannabis This will hopefully help the Chief of Police in Regina who is gearing up for an increase in violence when marijuana becomes legal! BAHAHAHA,4
447,n,One of the top three Liberal promises CTV says Trudeau will implement is the legalization of marijuana. THE LEGALIZATION OF MARIJUANA,1
448,n,Does anyone have any info on Canada's legalization of weed and the regulations on drug testing. I would love to know.,2
449,n,<at>Piefolk With Canada set to legalize marijuana next July  it can't hurt to learn a new lingo! Btw  I am born in 1960!,4
450,n,City council has rejected a major greenhouse expansion request from one of Canada's fastest-growing medical marijuana companies — and sparked an inevitable legal appeal. https://t.co/G5jmre1XVi,6
451,n,Our PM is moving forward on his campaign promises in a big way. https://t.co/IeGLNm7gGS,1
452,n,VCBC GIVES MLA CAROL JAMES 3 CONDITIONS FOR COMPLIANCE WITH LEGALIZATION LAWS If you ask any of the staff or volunteers at the Victoria Cannabis Buyers Club what they will do on October... https://t.co/vKj3pbv9lY,6
453,n,How will the legalization of cannabis impact the employee and the employer: https://t.co/lYljvvTXM1,4
454,n,<at>awesomelyplain i legit forgot weed isn't legal in a lot of places& I was so confused for a bit :face_with_tears_of_joy:is the reason KT is trending rn bc of him?,4
455,n,Will <at>CMAJ etc. call for increase in legal drinking age or otherwise condemn alcohol use in the same manner it often does with #cannabis? https://t.co/E49JRpFeVn,4
456,n,My friend just told me Trudeau plans to legalize marijuana as a consumer product nationwide within the next year :loudly_crying_face::folded_hands: https://t.co/UyiPDlQifr,4
457,n,<at>TheEllenShow <at>BarackObama <at>ItGetsBetter <at>HeForShe <at>WHO <at>Elysee <at>JusticeCanadaEN <at>SPVM <at>ChicagosMayor Rahm  remember Al Capone? #SecretPolice PM Trudeau & Paradise Papers 3rd make tax evasion legal  2nd Legalise Pot. Why  cancer victims  car accidents ? #HSS #XrayAssaults 2of2 <at>OSCE <at>UNPOL <at>AP https://t.co/0Wf1mD9eUe,5
458,n,MWUSCA - Legalization of Marijuana Doesn't Increase Teen Use  Researchers Say - With the majority of Americans now... https://t.co/khQduPpYF8,2
459,n,Hey <at>SpikeBeeJo Focus is on cannabis education and navigating the evolving legal framework. Adults are the audience. #cannoisseur,1
460,n,Richard Branson to cannabis advocates: Fight to legalize it: https://t.co/kKHV4eMenw <at>richardbranson <at>Rickthelaureate <at>joerogan #cannabis,3
461,n,Guess that remains to be seen but if there's one silver lining to the legalize pot manoeuvre  it's the potential to harm organized crime. Even I am optimistic about that. But if they screw that up and just increase gangster market & profits  UNFORGIVABLE #cdnpoli https://t.co/q3hx5Kfk0c,5
462,n,ICYMI: Liberal government's throne speech promises to legalize pot https://t.co/IiEQIXmqB7 #OTTNEWS https://t.co/CxSKEUh1Xf,1
463,n,Trudeau Libs marijuana bill will make it legal for age 18 & older to have up to 60 joints in their pockets and car. More impaired drivers!,4
464,n,All these dumb fuckin kids voting for Trudeau just because he wants to legalize weed #ourfuture #notsobright,1
465,n,So it begins. The alcohol and pharmaceutical companies are not going to sit by and watch. They are both a powerful lobby group. The cannabis industry needs to stay solid and united. Pre and post legalization alike. https://t.co/MLV0zd4ZRH,6
466,n,<at>LynneRennie1 <at>mcmillan_ali No  we're having this conversation. As citizens of Canada where our federal and provincial governments have handed down a legalization process for cannabis to our municipal government to address.,6
467,n,<at>GeorgeTakei Oh please come to Kingston Ontario. Move into the house next door to me. They're leaving. I grow pot in my back yard. We can get high together and imitate Captain Kirk  and you can get pot now that we in ontario are gonna be legal in October.,6
468,n,Interesting hearing from Zach Walsh <at>UBC about many restrictions imposed on his lab for #cannabis #research. Already looking forward to how this conversation will shift in the next year & excited to be on team <at>CAMHnews on community responses to legalization #careb2018 #policy,6
469,n,My Canada cares about refugees  environment  women  aboriginal communities legalization of Marijuana  LGBTQ rights  healthcare & the economy,1
470,n,<at>CBCTheNational <at>CBCNews Russia is considering pot legalization? If yes  good for them. Get it off the streets  and tax the fuck out of it.,6
471,n,LEGALIZE IT! #legalizeit #cannabis #420 #toronto #cabbagetown #canada #iloveweed #weed... https://t.co/KfWP1NLijf,1
472,n,<at>jssgriffi hey we have a PM who promised to legalize weed  he's taking his time on that one lol,3
473,n,Good to see proactive vs reactive. Everyone is going to be busy once the new legal framework comes out. https://t.co/zYjdnP2EZg,2
474,n,Legalize pot for more answers like this:beaming_face_with_smiling_eyes: https://t.co/4WvIKssq4i,3
475,n,"Will somebody please tell the ""Legalize Marijuana"" Lobby...You've won? https://t.co/WESFGLrMY8",1
476,n,Stigmabase | NAM — The Cannabis Industry Has a LGBTQ Exclusion Problem - Legal weed was brought to the U.S. by... https://t.co/QTqTRWkVqM,4
477,n,How will legal pot be sold in B.C.? Province hazy on answers https://t.co/UL4tUuMT8J #bchc #CdnHealth #pharmamktg #Cannabis <at>LEOPharmaCA https://t.co/S6CoVKoX2n,3
478,n,Both sides of the legalization of marijuana argument in Canada .https://t.co/Jec1ddq1NV,4
479,n,'Monsanto of pot': How #cannabis firms are seeking to lower growing costs https://t.co/nXSNYGMgsQ #cdnpoli #legalization #marijuana,6
480,n,'A great day for Canada': Manitoba advocates welcome date for legalization of marijuana https://t.co/A7zd2d36q6,3
481,n,<at>BernieSanders if we breathed compassion instead of greed and made love not war #marijuana would be legal everywhere!,3
482,n, You guys have some cool weed but I'm gonna show you great <at>SnoopDogg #C2Montreal #weed #legalization #cannabis #cannabislegale https://t.co/I1rqr2F6Kd,6
483,n,Lack of protection for recovering addicts exposed to marijuana smoke in their home is exactly why pot needs to be legal and regulated...,1
484,n,Americans coming to Canada  Prime Minister has good hair in Canada  Weed almost legal in Canada' :Canada: https://t.co/L2K7uuqywL,3
485,n,"Health Min Ginette Petitpas Taylor proposes pot regulations for ""a diverse  competitive and legal industry"" that cuts out violent criminals from cultivation https://t.co/f44nNU9F7i #wfp with <at>sol_israel https://t.co/5nWYaMbeMY",5
486,n,So weed is legal now?,1
487,n,<at>KirkTousaw https://t.co/QaxYtODatr Expensive legal weed = cheaper 'illegal' weed. https://t.co/QyJIVBzPap,4
488,n,Trudeau's Faux-Feminism similar to Faux Marijuana Legalization; Does <at>JustinTrudeau have a spine? #cannabis #Trump https://t.co/6ml7RRwihX,3
489,n,<at>SorrenR Weed legal in Oct. I'll be able to buy it in stores instead of having to buy it off of shady guy in the alley. Just annoys the fuck out of me that I can take mountains of oxycodone and no one has a problem with that. However to buy a little bit of weed I need a fucking license,6
490,n,With less than a year to go before recreational marijuana is legalized  mayors across the Greater Toronto and Ham.. https://t.co/YK3lpxKcSv,4
491,n,":high_voltage:_ ""Ottawa urged to make pot legal at age 18"" https://t.co/8utnECLSWD",3
492,n,Continually blown away by the ignorance of this man https://t.co/qJEYxVL69J,3
493,n,We are not ready  and we are not going to be ready' - Edward Prutschi  Criminal Lawyer  about legalization of marijuana in :Canada: #VZSummit,5
494,n,MWUSCA - Will homegrown medical marijuana survive legalization? - Laurie MacEachern inspects some of her cannabis... https://t.co/0dhMlWUSg4,2
495,n,Marijuana is not legal in Canada  yet I smell the skunky stench every evening... wafting through my patio window. Wouldn't mind people doing it  but man the smell.... https://t.co/IBLUZqDL9x,6
496,n,#YouMightBeCanadianIf you smoke weed recreationally  medicinally  or both. Next year it will be legal! <at>JustinTrudeau don't let us down!,4
497,n,I've had caffeine & wine 2day  could've had tobacco (ugh!): why not marijuana? Guess I'm libertarian-calvinist too. https://t.co/rWwieULgXJ,4
498,n,"<at>ylc_jlc ""Young Liberals have always led the charge to legalize marijuana."" https://t.co/AewuT8wDRY",4
499,n,The CBC should champion legal weed I'm sure An Hour Of Quiet Conversation About Books or Bachman's Bad Music would both be more listenable,3
500,n,<at>NeedlesOnNews making a lot of sense on marijuana legalization  worth asking how many physicians opposed get $ for promoting pharmaceuticals,4
501,n,Is your employer ready? Are you? https://t.co/UzIel3r0xX https://t.co/feknNbU5kN,5
502,n,Trudeau your new cash budget for 2016 - 2021 does not include new money to move forward with legalization of marijuana. Just sayinn,1
503,n,High 5 !!! #6WeedGod #Toronto #cannabis #weed #tuesdaymotivation #weedporn #marijuana #legalize... https://t.co/XZqyjCn7H3,5
504,n,Remember it's already IN schools #legalization #Cannabis #Law #C45 #C46 <at>RosieBarton <at>PatriceRoyTJ <at>SebBovetSRC <at>luciecharlebois <at>drsanjaygupta <at>sophiedamoursUL #cdnpoli #CDNmuni #polqc #polmtl :fleur-de-lis:_:Canada::women's_room::white_heavy_check_mark: <at>SenateCA #Homeless #Education <at>villequebec https://t.co/Ft4N1wOoXu,6
505,n,<at>NaomiKyle you know Canada has a new Prime Minister maybe you might wanna follow <at>JustinTrudeau. He wants to make pot legal in Canada LOL.,1
506,n,Reporters: Jon Muma on pot legalization  Pulfer on champselysees  Stall on Trump NAFTA https://t.co/9e5Y8nJVX2,4
507,n,#IfItWereUpToMe weed would be legal  medical care would be free and the only war would be on hate and racism.,3
508,n,<at>crankyoldbag I wish I had a legal cannabis dispensary instead. I'd take self-medicating to new heights.,5
509,n,<at>BillTufts <at>GlennMcmillan14 <at>NewSobek Those high labour costs will certainly eat into legal pot profits  won't they? #ONpoli,1
510,n,Ottawa's planned cannabis legalization law will expose Canadians to 'new minefield' of criminalization: CCLA https://t.co/aFFhBUvvZj,6
511,n,Britain to legalize medicinal use of cannabis https://t.co/Q2mF7fmu6d,6
512,n,"#BC doing everything it can to meet ""tight"" July 2018 deadline to legalize marijuana  says <at>mikefarnworthbc #bcpoli",4
513,n,Unanswered questions remain around legalizing #marijuana https://t.co/DeQsQMNlhy #Cannabis #teenhealth #pharma #dataanalytics #CdnHealth,3
514,n,facetiming my sister while she's in Amsterdam is hilarious and I think the fact that weed is legal there has a lot to do with it,2
515,n,<at>DanaLarsen <at>JustinTrudeau <at>jjhorgan <at>DarcyJudy <at>sarahblyth Senators delaying pot legalization to score a few cheap #cdnpoli points w/for fringe of ultracon voters should rot in Hell sevenfold their frivolous phony delays. Are they blind to real-world big picture? Or knowing monkey-wrenchers? Either way they don't deserve appointd office.,6
516,n,State Farm Insurance survey says more than 60% of Canadians believe legal system unprepared to deal with weed impaired drivers #cdnpoli #CBC,2
517,n,Hillary Clinton Proposes Reclassifying Marijuana As A Less Dangerous Drug Boooooo! Legalize! Not reclassify!,1
518,n,No mention of C-51 or the #TPP in the #ThroneSpeech. Leaner military  return to peacekeeping  and the legalization and regulation of pot is.,1
519,n,Marijuana could be legal by Canada Day 2018 https://t.co/ehz53D4lXU,3
520,n,"Ensuring legalization of #pot never happens is job 1 for <at>BillBlair & fraudulent ""medical dispensaries"" treated as trafficking.<at>cbcnews #LPC",1
521,n,While we remain of the view that the federal deadline for cannabis legalization is too short  we are preparing for July of 2018. #MBThrone17 #mbpoli,5
522,n,* <at>CanadianPM I do not smoke #marijuana  or anything else  but I applaud your commitment to legalization of marijuana use. #PolCan #CDNpoli,1
523,n,A bill to legalize #cannabis for medical purposes cleared a South Carolina House this week https://t.co/b5r7PujejA #pharma,3
524,n,<at>ZakyMahra <at>JustinTrudeau Don't be rude. Stop insulting me. Of course the <at>CPC_HQ & HARPER SUCK; it just so happens that Trudeau might also suck. #DisabilityRights #HumanRightsDay #poverty #Disability #pain #medicalmarijuana #legalize #cannabis #Hypocrisy HEY! <at>NDP <at>bcndp PAY ATTENTION! https://t.co/xccLSy2z8C,5
525,n,Cannabis America totally legal . The part you must realize is income taxes must be declared and submitted or your operation will be serving time as tax evaders . Marijuana stands alone as a business can't be mixed with any other commodity or again closures will occur on the spot.,5
526,n,<at>SaskParty when #marijuana becomes legal tax the users and use the money to repair #highway155 operation #pothole,5
527,n,<at>GlobalBC <at>globalnews She thinks? If so  why no legalization of opioid killing marijuana yet? <at>SensibleBC Why maintain the losing drug war?,3
528,n,<at>jerryagar1010 <at>NEWSTALK1010 Right now the only legal dispensaries are by mail. I don't want to see pot in the lcbo but beside it migh work. Neighbours are use to it.,5
529,n,Canada's Newly Elected #JustinTrudeau Liberals May Legalize Marijuana. That Could Impact US Drug Policy https://t.co/af4nlgY1Kl /<at>voxdotcom,1
530,n,MP Bill Blair says legal pot could be sold in liquor stores #Canada #cdnpoli #legal #pot #liquor #stores https://t.co/UZLam1OylH,1
531,n,Marijuana could be legal by Canada Day 2018 https://t.co/D0L0PHg3rZ,3
532,n,"So much for ""The USA war on drugs will never ALLOW Canada to legalize marijuana"": 1 in 5 Americans now live in a state with legal use.",3
533,n,It's Official: These 5 States Will Vote on #Marijuana Legalization in November AZ  CA  MA  ME  NV ~ #Cannabis #pharma #hcsm,2
534,n,<at>Fact You know... I'd wanna kill people too if having sex with horses was legal but pot wasn't and my daddy had an unlocked gun case,5
535,n,So <at>Brian_Pallister is concerned about road safety and law enforcement to be enforced before legalizing marijuana this July  what are your thoughts on this? #mbpoli #wpgpoli #legalization #marijuananews #Government #Winnipeg #news #Manitoba #wam #PrairieTruth #JustinTrudeau https://t.co/cn8Xm334dR,6
536,n,Do you have questions about cannabis legalization in Canada? Go to https://t.co/zUFb3ha8l4 https://t.co/BxfzvpZtPq,6
537,n,<at>hemantmehta <at>MrAtheistPants Marijuana as medicine is unproven. The answer is research not acceptance. There are better reasons to legalize.,1
538,n,<at>winstoncdn <at>SWEDEPRINCESS people are in jail because of weed being illegal and then they're in jail for nothing if it's going to be legal,1
539,n,Oops... meant to add #nbpoli to this post about the NB govts approach to marijuana legalization. https://t.co/FZUIsKwRKA,4
540,n,Weed legal in all of canada in October hmm,6
541,n,When it's 2018 and I haven't been paid yet this week because my cheque has literally been lost in the mail. Oh well  at least weed will be legal soon #Canada,6
542,n,<at>OccupyWallStNYC Trump will legalize pot.. https://t.co/zYZxKJLtBj,3
543,n,<at>trutherbotface ya I don't think they'd actually legalize weed on 420,1
544,n,Headlines | Province Announces First Decisions on Legalization of Cannabis https://t.co/vmsKhUS37T https://t.co/ZgNImq2REb,5
545,n,#QuestionOfTheDay: Is 18 the appropriate legal age to use marijuana?,4
546,n,Addiction  health-care specialists need to brace for #cannabis legalization: CAMH https://t.co/zlWX6VrPHE <at>drpselby <at>CAMHnews #cdnhealth #onhealth,6
547,n,#Doctors see more harm than good in legal #pot: national survey - #CalgaryHerald #drugs #STONER #partyover https://t.co/wIvtlNNbBg via <at>GoogleNews,6
548,n,Marijuana legalization advice from B.C. Senator Larry Campbell: B.C. Senator Larry Campbell says incoming Prime... https://t.co/DizcyGjfZ7,1
549,n,My <at>CMAJ piece with <at>roojinh of <at>uocommonlaw on Canada's marijuana legalization plan gets covered by <at>globalnews: https://t.co/2YtfBws9cr,2
550,n,"Corporate Cannabis Reefer Madness; ""...it's completely offensive the government can sell a commodity [marijuana] or authorize the sale  but then criminalize those who don't play by the rules."" #Marijuana #Cannabis #legalization #cdnpoli https://t.co/VeFk6pX6KS",6
551,n,Damn  they didn't think of this. Being high on a fighter jet or a tank can be quite the problem. #july1 Legalization of pot presents conundrum for Canadian military https://t.co/AEcoWgdsRd Shared from my Google feed,5
552,n,#cannabis #exitdrug soon legal https://t.co/0U1XCPjKL9,5
553,n,Marijuana shouldn't be grown in apartments and rented homes  landlord group says https://t.co/nebnidnm2U,4
554,n,<at>greenflwrmedia No I didn't know that  but just another thing to add to the list of reasons #cannabis should be legal!,2
555,n,The longer it takes for America to federally legalize REAL marijuana  the more people will turn to synthetics or opioids instead. Please Twitterverse  let's make it known that K2 is NOTHING like marijuana. #LegalizeMarijuana #CannabisCommunity https://t.co/gjzcw07dcH,6
556,n,<at>RosieBarton Ask how much money will be saved by our police forces  legal systems & corrections when pot legalized. #pnpcbc #cdnpoli,1
557,n,Help the RMWB with the legalization of pot https://t.co/gHemMlBvNn,5
558,n,<at>christyclarkbc <at>JustinTrudeau 25% Drop in opioid overdoses in states with Legal marijuana. https://t.co/JSrNURiyzN,3
559,n,This state will have to wait even longer for legal weed sales https://t.co/jUtREwjDqR,3
560,n,We need to make sure #canada avoids this issue as we head towards legalization. #mmpr #mmar #marijuana https://t.co/roRnMTlg5D,1
561,n,Legal marijuana shop a block over results in illegal parking in our driveway. I don't suppose that is an increase in value? #Toronto #TOpoli https://t.co/bsn9oqughE,5
562,n,High on legal Marijuana.,1
563,n,The Big Ugly Red Machine is back . How to get the red out? Smoke en out. America it's totally legal. Police will help relieve the crisis by focusing on serious crimes in society . My Government says use it generously to save your country . Aliens really like weed . https://t.co/sfFoHfvzlD,5
564,n,<at>JustinTrudeau <at>JustinTrudeau is hoping Canadians are high when the 2019 election arrives. One reason to legalize marijuana,4
565,n,Cannabis consultations fuel debate over who gets to sell recreational pot https://t.co/wwOqP2qSDW,4
566,n,<at>GlobalBC why do you have to post video of people with dreadlocks and tie dye shirts whenever you run a story on legal marijuana? Stop stereotypes,5
567,n,:Canada:Cannabis Legalization with incarceration is an oxymoron ~DB,6
568,n,Hence the danger of legalized marijuana for access by teenagers...Colorado experienced a five fold increase in teenage emergency room visits following legalization. https://t.co/rX5Sh3UzV9,5
569,n,listen to this  weed/oil legal in october BUT it cannot legally be smoked outside 4 fenced off areas proposed  cameras  cops  homeless will be camping there and dealers will abound a boombox blasting country joe and the fish will woodstock it :mobile_phone_with_arrow:,6
570,n,<at>janephilpott <at>BillBlair Study Finds Legalization of Marijuana Doesn't Influence Teen Use https://t.co/EGVFA63Xix via <at>thechillbud,2
571,n,<at>halsey they're just high on legal marijuana,1
572,n,No no Michael. It's all those pot impaired drivers that will magically appear once marijuana is legal. https://t.co/cjaQfIyQDE,5
573,n,Decal Stickers Canadian Marijuana Pot Leaf Flag Vinyl Vehicle Sticker Decals' by Street Legal Decals via <at>amazon https://t.co/kdRBXASfCN,5
574,n,<at>davidwalliams <at>acoyne If there was ever a moment for the legalization of pot....,6
575,n,#BREAKING: Nova Scotia sets legal age of 19 for legalized marijuana; sales will be online and in existing NSLC stores  but the number of stores hasn't been determined yet.,5
576,n,Legalize marijuana and tax it to pay for The Chump's Great Wall. <at>realDonaldTrump https://t.co/x3pz7BZ5at,2
577,n,The only liberal part of me is the part where I want legal weed,1
578,n,Just had me a bowl. It was sweet  now that we  as Canadians  welcome the full legalization of cannabis. #cannabisdebate #weedlegalisation,1
579,n,Knocked on more than 100 doors  talked about environment  fiscal policy  marijuana legalization... https://t.co/DiUTOGlXLJ,4
580,n,Jokes  jokes  JOKES:double_exclamation_mark: via .<at>22_Minutes :winking_face: Libs to get busy w/ packed agenda B4 year's end. since they know once pot's legal... (see part 2),1
581,n,<at>JustinTrudeau states why Marijuana should be legalized The <at>washingtonpost reporter seems to be extatic about PM https://t.co/C3Fr7x3sbc,2
582,n,<at>davidakin <at>JustinTrudeau So once pot is legal and US Customs asks if he smokes pit and he says yes  then what? Will they let him in?,5
583,n,<at>JustinTrudeau comments on #cannabis legalization. <at>LegalizeItAB comments #canpoli #alberta https://t.co/NtQEkIJO7X https://t.co/qkrmL4yb3a,1
584,n,We need you to help the #health system make this change #legalization #cannabis #QF18 https://t.co/Zvkbdicefo,5
585,n,<at>realDonaldTrump legal pot vs weapon ban pension and prevention security americans need to follow canadas lead great job mr president,5
586,n,"Ever since I moved to the #pnw  white people are always telling me that Eugene  OR is ""such a nice place"" and I'm like ""for whom?"" :neutral_face: https://t.co/OuD3FKmefI Yt Liberal spaces (legal cannabis! Craft breweries! Environmentalists!) can still harbour white nationalists & Nazis :unamused_face:",5
587,n,Thanks to <at>maureendowd  many readers know the consequences of way too much THC. Rather than fuelling panic & pushback against legalization & edibles  media should be talking about need for clear & unmistakable labelling & dose instructions—& underlining CANNABIS ISN'T FATAL.,6
588,n,Rows of Glory #6weedgod #cannabis #weed #inspire #weedporn #marijuana #legal #maryjane... https://t.co/PYbI17vjCm,4
589,n,Canadian universities 'flying blind' into cannabis legalization https://t.co/Gu1HPFy2sw via <at>torontostar,6
590,n,Canada's Adult-Use Cannabis Legalization to Be Delayed | Leafly https://t.co/oyDkI6bqq8 #cannabis #leafly via <at>Leafly,5
591,n,Issues remain  but Minister <at>KathleenGanley has handled file well to date with balanced approach https://t.co/50RAR7AOtc #abbiz <at>kkobly99,5
592,n,<at>StatCan_eng what are you smoking? The legal market WILL NOT capture 75% of the current market between Oct-Dec. :loudly_crying_face::face_with_tears_of_joy::loudly_crying_face: https://t.co/PmgOaOvTi0,6
593,n,#Cannabis moving to large sophisticated grower facilities from basements. 79 LP in Canada. Social acceptance is increasing. Global legalization has started. https://t.co/53eOndTX8u,5
594,n,Canada's bill to legalize pot will be introduced Spring of 2017  confirmed Min. <at>janephilpott. #Happy420 #cdnpoli https://t.co/emk1hGE7Dq,2
595,n,<at>WillemsenRyan <at>BradleySumner <at>nationalpost <at>fpcomment You mean legalization? Replacing 7 cannabis laws with 45? Or the extra half a billion in policing said legalization? Hardly a success.,6
596,n,Tell me what u r doing to legalize pot today??? Not what you will do in July. <at>PrideToronto <at>katepurchase https://t.co/qjR2Xj7Z3u,1
597,n,Cam Battley chats with Out in the Open #rules #acmpr https://t.co/9x3SPLZIm0,3
598,n,<at>thehill Is pot legal in her state?,6
599,n,So now pot will be legal in 5 months. Let's charge lots of people before that happens. Thanks to the Trudeau Liberal government. https://t.co/Z6mq0yv9M2,5
600,n,Tax revenue announcement for cannabis announced by Feds. Not one penny for local gov who must enforce and pay costs of legalization. #what?,5
601,n,57% for legalization 53% for med cannabis 26% use cannabis 39% will use 63% want retail 65% want growers' stores https://t.co/CYS9h3buxF,4
602,n,Statement from the Chair and Vice-Chair of the Task Force on Cannabis Legalization and Regulation https://t.co/HB9au1co6H,3
603,n,I won't be of legal age when marijuana is legalized :(,6
604,n,The government waits till 4/20 to announce a bill to legalize marijuana. I like you <at>JustinTrudeau so much more now,2
605,n,she said the only reason she would vote for him is bc she wants weed 2 b legal and bc he's hot.. omg https://t.co/JLscrGTZ07,1
606,n,Launch of $CBW's licensing program #ACMPR #Legalization #Cannabis https://t.co/71IbmHDQrG,4
607,n,Hmmm  maybe cannabis legalization is easier than building pipelines because it doesn't involve digging up private lands and First Nations' lands with risks of future leakage. #cdnpoli https://t.co/2IQnmThIY3,6
608,n,<at>JustinTrudeau why would you legalize pot. You are lowering the morality of our counntry too fast,3
609,n,Hello & Good Morning #Victoria :sun_with_face: We're back open for #Thanks4TheGramThursday! Today you get a #free #gram with the purchase of a 1/4 Oz #ALLDAY:flag_in_hole: [ALSO  you can save an extra 5% from 2-6pm] :maple_leaf::maple_leaf::maple_leaf: #MMJ #UEM #Cannabis #StayMedicated #Deals #Dispensary #Medicate #Legalization https://t.co/fF6GjHR60o,6
610,n,Complete list of legal new businesses in Vancouver: 1 - dispensary 2 - escape room 3 - escape room that sells weed,1
611,n,Thousands convicted of marijuana possession could seek pardon upon legalization https://t.co/qRQnRuEWaW,1
612,n,I can't wait for weed to be legal so I can start doing heroin.,5
613,n,Glad they're still concerned about the harms of smoking. So when does smoking recreational pot become legal? https://t.co/up94evplIq,4
614,n,"<at>JodieEmery Trudeau's dad said it best. Tell them whatever they want to hear to get elected  then DO whatever the hell you want You want legal pot? Ok  legal pot. You want election change? This is the last election under ""first past the post"". You want mail delivery back? I'll restore it.",6
615,n,What did <at>JustinTrudeau promise? Building infrastructure and legal marijuana. Smh. Seen any yet? https://t.co/WjTyhYswse,3
616,n,high on legal marijuana raised on Biggie and Nirvana hmmm,2
617,n,This morning I was reminded how much work we have to do to educate Canadians on #cannabis #legalization. Thanks to <at>SBofT <at>anitahuberman for creating dialogue #getoutofechochamber https://t.co/4TOyEv3l2Y,5
618,n,This is why we need legal weed in this country. Shit like #Elbowgate would have it's 15mins then we'd all get stoned and forget it. #cdnpoli,2
